,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,Classes,Set,Set size
446,XGBoost,pKd pKi pIC50,ki,1.3488645946261395,3.112052815859815,1.2581292390823364,0.412792,[0.335 ~ 0.485],0.170397,0.42197,X-GRADE_class6_test,6,test,332
447,XGBoost,pKd pKi pIC50,ki,2.4174662590026856,6.6136029437802195,0.8454210758209229,0.794901,[-0.078 ~ 0.978],0.631868,0.9,X-GRADE_class6_val,6,val,5
448,linearRegression,pKd pKi pIC50,kd,1.2998509591883713,2.6378801207559293,0.9961398534302958,0.458552,[0.384 ~ 0.527],0.21027,0.492457,GRADE_class6_test,6,test,332
449,linearRegression,pKd pKi pIC50,kd,1.2980541714555485,1.9670336211848394,0.9032539208727363,0.979455,[0.808 ~ 0.998],0.959332,1.0,GRADE_class6_val,6,val,5
450,linearRegression,pKd pKi pIC50,kd,6418825729985.247,1.3504563389215542e+28,116031728702350.7,0.101433,[0.011 ~ 0.19],0.010289,0.456404,X-GRADE_class6_test,6,test,332
451,linearRegression,pKd pKi pIC50,kd,1.4764492117631778,2.780812056621362,0.928959852567276,0.846649,[0.081 ~ 0.984],0.716814,0.8,X-GRADE_class6_val,6,val,5
452,Ridge,pKd pKi pIC50,kd,1.2980169846174592,2.631406755382927,0.9921801963845049,0.459955,[0.386 ~ 0.528],0.211559,0.495124,GRADE_class6_test,6,test,332
453,Ridge,pKd pKi pIC50,kd,1.3126081247563632,2.010711782056756,0.8969305870191779,0.979484,[0.808 ~ 0.998],0.959389,1.0,GRADE_class6_val,6,val,5
454,Ridge,pKd pKi pIC50,kd,16781954.299602013,9.350195539926317e+16,305320036.45023465,0.101669,[0.011 ~ 0.19],0.010337,0.446767,X-GRADE_class6_test,6,test,332
455,Ridge,pKd pKi pIC50,kd,1.5782839608519104,3.1286468982900577,0.892373677416673,0.839491,[0.056 ~ 0.983],0.704744,0.9,X-GRADE_class6_val,6,val,5
456,Lasso,pKd pKi pIC50,kd,1.2910920865753264,2.6064698165215665,0.9647423988943158,0.464702,[0.391 ~ 0.533],0.215948,0.50512,GRADE_class6_test,6,test,332
457,Lasso,pKd pKi pIC50,kd,1.396971074519182,2.2650560346392568,0.8722522477788549,0.978437,[0.799 ~ 0.998],0.957339,1.0,GRADE_class6_val,6,val,5
458,Lasso,pKd pKi pIC50,kd,4829250.320599273,7742665568102307.0,87859801.28261812,0.101669,[0.011 ~ 0.19],0.010337,0.475194,X-GRADE_class6_test,6,test,332
459,Lasso,pKd pKi pIC50,kd,2.0479974876909344,4.954217247761447,0.7707734371953707,0.819793,[-0.007 ~ 0.981],0.67206,0.7,X-GRADE_class6_val,6,val,5
460,ElasticNet,pKd pKi pIC50,kd,1.2913070563001992,2.607921448471058,0.9710327690146368,0.464735,[0.391 ~ 0.533],0.215978,0.505184,GRADE_class6_test,6,test,332
461,ElasticNet,pKd pKi pIC50,kd,1.4031442182584457,2.287533790034519,0.8680221333940373,0.977979,[0.795 ~ 0.998],0.956442,1.0,GRADE_class6_val,6,val,5
462,ElasticNet,pKd pKi pIC50,kd,5462419.056613954,9906088162573300.0,99379328.7127526,0.101669,[0.011 ~ 0.19],0.010337,0.476235,X-GRADE_class6_test,6,test,332
463,ElasticNet,pKd pKi pIC50,kd,1.847127471900998,4.145209038676051,0.8028608958070115,0.821727,[-0.001 ~ 0.981],0.675235,0.9,X-GRADE_class6_val,6,val,5
464,SVR,pKd pKi pIC50,kd,1.3163507713046458,2.7603935532406343,0.7921649692914755,0.409151,[0.331 ~ 0.482],0.167405,0.406526,GRADE_class6_test,6,test,332
465,SVR,pKd pKi pIC50,kd,1.466588284084849,2.612989289144226,1.0113031987404835,0.884402,[0.228 ~ 0.988],0.782166,0.9,GRADE_class6_val,6,val,5
466,SVR,pKd pKi pIC50,kd,1.2933549590723505,2.670171800119611,0.7761764748666993,0.438601,[0.363 ~ 0.509],0.192371,0.432011,X-GRADE_class6_test,6,test,332
467,SVR,pKd pKi pIC50,kd,1.7869772074946837,4.003053677634237,0.983484358481816,0.761283,[-0.162 ~ 0.974],0.579551,0.7,X-GRADE_class6_val,6,val,5
468,DecisionTree,pKd pKi pIC50,kd,1.6440060240963856,4.705825,1.7531048251025776,0.263866,[0.178 ~ 0.346],0.069625,0.255678,GRADE_class6_test,6,test,332
469,DecisionTree,pKd pKi pIC50,kd,0.794,0.8756599999999999,1.072611765738191,0.740801,[-0.208 ~ 0.971],0.548786,0.6,GRADE_class6_val,6,val,5
470,DecisionTree,pKd pKi pIC50,kd,1.641144578313253,4.332622891566265,1.822820578442035,0.3529,[0.271 ~ 0.43],0.124538,0.361653,X-GRADE_class6_test,6,test,332
471,DecisionTree,pKd pKi pIC50,kd,1.404,2.8852400000000005,1.853047220121495,0.864727,[0.148 ~ 0.986],0.747753,0.6,X-GRADE_class6_val,6,val,5
472,RandomForest,pKd pKi pIC50,kd,1.211646686746988,2.426086055331326,0.8492427260491578,0.518808,[0.449 ~ 0.582],0.269162,0.512491,GRADE_class6_test,6,test,332
473,RandomForest,pKd pKi pIC50,kd,1.4074200000000008,2.4502174300000017,1.0429628821775012,0.877568,[0.199 ~ 0.987],0.770126,0.9,GRADE_class6_val,6,val,5
474,RandomForest,pKd pKi pIC50,kd,1.181680421686747,2.3435783069578315,0.913836881308131,0.540804,[0.474 ~ 0.602],0.292469,0.529266,X-GRADE_class6_test,6,test,332
475,RandomForest,pKd pKi pIC50,kd,1.37668,2.848486680000003,0.9172182170018215,0.710132,[-0.269 ~ 0.967],0.504288,0.7,X-GRADE_class6_val,6,val,5
476,XGBoost,pKd pKi pIC50,kd,1.3603133359587336,3.062379032573726,1.2279576063156128,0.396539,[0.317 ~ 0.47],0.157244,0.351597,GRADE_class6_test,6,test,332
477,XGBoost,pKd pKi pIC50,kd,1.0839637546539307,1.7190103656815485,0.9333391189575195,0.579855,[-0.463 ~ 0.949],0.336232,0.8,GRADE_class6_val,6,val,5
478,XGBoost,pKd pKi pIC50,kd,1.3253161868273493,2.9247394857609943,1.2115752696990967,0.432895,[0.356 ~ 0.504],0.187398,0.420881,X-GRADE_class6_test,6,test,332
479,XGBoost,pKd pKi pIC50,kd,1.5213902740478518,3.0474636370425214,1.3656609058380127,0.443076,[-0.596 ~ 0.927],0.196317,0.5,X-GRADE_class6_val,6,val,5
